Symbol,Company Name,Industry,Market Cap
SMLP,"Summit Midstream Partners, LP",Oil & Gas Midstream,206486380
SMLR,Semler Scientific,Medical Devices,209495136
SMMF,Summit Financial Group,Banks - Regional,318885577
SMMT,Summit Therapeutics,Biotechnology,1402680526
SMP,Standard Motor Products,Auto Parts,777974540
SMPL,The Simply Good Foods Company,Packaged Foods,3739130556
SMR,NuScale Power,Utilities - Renewable,256967040
SMRT,SmartRent,Software - Application,532625121
SMSI,Smith Micro Software,Software - Application,73761513
SMTC,Semtech,Semiconductors,944647168
SMTI,Sanara MedTech,Medical Instruments & Supplies,230005271
SMWB,Similarweb,Internet Content & Information,396854595
SMX,SMX (Security Matters),Specialty Business Services,4203922
SN,SharkNinja,"Furnishings, Fixtures & Appliances",6343184485
SNA,Snap-on,Tools & Accessories,14332963190
SNAL,Snail,Electronic Gaming & Multimedia,48011107
SNAP,Snap Inc.,Internet Content & Information,17649407861
SNAX,Stryve Foods,Packaged Foods,6189027
SNBR,Sleep Number,"Furnishings, Fixtures & Appliances",371640220
SNCE,Science 37 Holdings,Health Information Services,46552020
SNCR,Synchronoss Technologies,Software - Infrastructure,44830126
SNCY,Sun Country Airlines Holdings,Airlines,770167750
SND,Smart Sand,Oil & Gas Equipment & Services,89055288
SNDA,Sonida Senior Living,Medical Care Facilities,70000650
SNDL,SNDL Inc.,Drug Manufacturers - Specialty & Generic,406380000
SNDR,Schneider National,Trucking,3917407608
SNDX,Syndax Pharmaceuticals,Biotechnology,1028364621
SNES,SenesTech,Specialty Chemicals,1085508
SNEX,StoneX Group,Capital Markets,2025829416
SNFCA,Security National Financial,Mortgage Finance,168686769
SNGX,Soligenix,Biotechnology,4724088
SNN,Smith & Nephew,Medical Devices,10515663567
SNOA,Sonoma Pharmaceuticals,Drug Manufacturers - Specialty & Generic,2542722
SNOW,Snowflake,Software - Application,49451703000
SNPO,Snap One Holdings,Electronics & Computer Distribution,615290480
SNPS,Synopsys,Software - Infrastructure,74207866960
SNPX,Synaptogenix,Biotechnology,3069679
SNSE,Sensei Biotherapeutics,Biotechnology,18342822
SNT,Senstar Technologies,Security & Protection Services,27855450
SNTG,Sentage Holdings,Credit Services,4292140
SNTI,Senti Biosciences,Biotechnology,13185379
SNV,Synovus Financial,Banks - Regional,4172690472
SNX,TD SYNNEX,Electronics & Computer Distribution,8574880288
SNY,Sanofi,Drug Manufacturers - General,114853573069
SO,The Southern Company,Utilities - Regulated Electric,76763815626
SOBR,SOBR Safe,Scientific & Technical Instruments,14236689
SOFI,SoFi Technologies,Credit Services,7672458344
SOFO,Sonic Foundry,Software - Application,5461516
SOHO,Sotherly Hotels,REIT - Hotel & Motel,68113214
SOHU,Sohu.com,Electronic Gaming & Multimedia,286767050
SOI,Solaris Oilfield Infrastructure,Oil & Gas Equipment & Services,397760459
SOL,Emeren Group,Solar,178578576
SOLO,Electrameccanica Vehicles,Auto Manufacturers,55821153
SON,Sonoco Products Company,Packaging & Containers,5398366182
SOND,Sonder Holdings,Lodging,100655164
SONM,Sonim Technologies,Communication Equipment,29497055
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,2258055
SONO,Sonos,Consumer Electronics,1454445720
SONX,Sonendo,Medical Devices,14332115
SONY,Sony Group,Consumer Electronics,107757388800
SOPA,Society Pass,Software - Application,9532710
SOPH,SOPHiA GENETICS,Health Information Services,264683496
SOS,SOS Limited,Software - Infrastructure,24820301
SOTK,Sono-Tek,Scientific & Technical Instruments,76670845
SOUN,SoundHound AI,Software - Application,442897207
SOVO,Sovos Brands,Packaged Foods,2190732980
SP,SP Plus,Specialty Business Services,1012150896
SPB,Spectrum Brands Holdings,Household & Personal Products,2761865596
SPCB,SuperCom,Security & Protection Services,2785163
SPCE,Virgin Galactic Holdings,Aerospace & Defense,679203435
SPEC,Spectaire Holdings,Pollution & Treatment Controls,46149112
SPFI,South Plains Financial,Banks - Regional,448874816
SPG,Simon Property Group,REIT - Retail,45991011374
SPGC,Sacks Parente Golf,Leisure,11676720
SPGI,S&P Global,Financial Data & Stock Exchanges,121838780000
SPH,"Suburban Propane Partners,",Utilities - Regulated Gas,1128001536
SPHR,Sphere Entertainment Co.,Entertainment,1281178496
SPI,SPI Energy Co.,Solar,21294002
SPIR,Spire Global,Specialty Business Services,86310306
SPKL,Spark I Acquisition,Shell Companies,166191429
SPLK,Splunk,Software - Infrastructure,24684954908
SPLP,Steel Partners Holdings L.P.,Conglomerates,875874800
SPNS,Sapiens International Corporation,Software - Application,1559305352
SPNT,SiriusPoint,Insurance - Reinsurance,1699295247
SPOK,Spok Holdings,Health Information Services,317888968
SPOT,Spotify Technology,Internet Content & Information,33169728580
SPPL,Simpple,Software - Application,81935070
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,2648018350
SPRB,Spruce Biosciences,Biotechnology,44578217
SPRC,SciSparc,Biotechnology,3299801
SPRO,Spero Therapeutics,Biotechnology,62732397
SPRU,Spruce Power Holding,Solar,76516544
SPRY,ARS Pharmaceuticals,Biotechnology,360292506
SPSC,SPS Commerce,Software - Infrastructure,6106822944
SPT,Sprout Social,Software - Application,2607255185
SPTN,SpartanNash Company,Food Distribution,812793072
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,193656890
SPWR,SunPower,Solar,800627440
SPXC,SPX Technologies,Specialty Industrial Machinery,3761672155
SQ,Block,Software - Infrastructure,29698499680
SQFT,Presidio Property Trust,REIT - Diversified,7733114
SQL,SeqLL,Diagnostics & Research,4027256
SQM,Sociedad Química y Minera de Chile,Specialty Chemicals,14219060436
SQNS,Sequans Communications,Semiconductors,166599885
SQSP,Squarespace,Software - Infrastructure,4065383400
SR,Spire,Utilities - Regulated Gas,3124098109
SRAD,Sportradar Group AG,Software - Application,2874078981
SRBK,SR Bancorp,Banks - Regional,78725660
SRC,Spirit Realty Capital,REIT - Diversified,5473749940
SRCE,1st Source,Banks - Regional,1151832065
SRCL,Stericycle,Waste Management,3907187168
SRDX,Surmodics,Medical Devices,438860700
SRE,Sempra,Utilities - Diversified,45530362029
SRFM,Surf Air Mobility,Airlines,85960256
SRG,Seritage Growth Properties,REIT - Retail,439347150
SRI,Stoneridge,Auto Parts,464567984
SRL,Scully Royalty,Capital Markets,66403904
SRM,SRM Entertainment,Leisure,17860500
SRPT,Sarepta Therapeutics,Biotechnology,7276686677
SRRK,Scholar Rock Holding,Biotechnology,697844084
SRT,Startek,Information Technology Services,173486940
SRTS,Sensus Healthcare,Medical Devices,36061960
SRZN,Surrozen,Biotechnology,13116675
SSB,SouthState,Banks - Regional,5539353428
SSBI,Summit State Bank,Banks - Regional,86158070
SSBK,Southern States Bancshares,Banks - Regional,207426312
SSD,Simpson Manufacturing Co.,Building Products & Equipment,6121413160
SSIC,Silver Spike Investment,Drug Manufacturers - Specialty & Generic,57299257
SSKN,STRATA Skin Sciences,Medical Devices,16060394
SSL,Sasol,Specialty Chemicals,8223342000
SSNC,SS&C Technologies Holdings,Software - Application,13014696480
SSNT,SilverSun Technologies,Software - Application,17923574
SSP,The E.W. Scripps Company,Broadcasting,608245157
SSRM,SSR Mining,Gold,2497419848
SSSS,SuRo Capital,Asset Management,103357310
SST,System1,Specialty Business Services,164636400
SSTI,SoundThinking,Software - Application,198359246
SSTK,Shutterstock,Internet Content & Information,1504842577
SSY,SunLink Health Systems,Pharmaceutical Retailers,4658435
SSYS,Stratasys,Computer Hardware,778480368
ST,Sensata Technologies Holding,Scientific & Technical Instruments,4947618120
STAA,STAAR Surgical Company,Medical Instruments & Supplies,1833781219
STAF,Staffing 360 Solutions,Staffing & Employment Services,3077200
STAG,STAG Industrial,REIT - Industrial,6418335040
STBA,S&T Bancorp,Banks - Regional,1091492322
STBX,Starbox Group Holdings,Internet Content & Information,36481638
STC,Stewart Information Services,Insurance - Property & Casualty,1284864350
STCN,Steel Connect,Advertising Agencies,60004704
STE,STERIS,Medical Devices,21458283522
STEL,Stellar Bancorp,Banks - Regional,1258932420
STEM,"Stem, Inc.",Software - Infrastructure,571793340
STEP,StepStone Group,Asset Management,3241300913
STER,Sterling Check,Software - Infrastructure,1100098832
STG,Sunlands Technology Group,Education & Training Services,82437673
STGW,Stagwell,Advertising Agencies,1270794033
STHO,Star Holdings,Real Estate Services,154200000
STIM,Neuronetics,Diagnostics & Research,40422760
STIX,Semantix,Software - Application,94525020
STKH,Steakholder Foods,Packaged Foods,14575992
STKL,SunOpta,Packaged Foods,455495520
STKS,The ONE Group Hospitality,Restaurants,143881010
STLA,Stellantis,Auto Manufacturers,61822364065
STLD,Steel Dynamics,Steel,18530594280
STM,ST Microelectronics,Semiconductors,38775077921
STN,Stantec,Engineering & Construction,7064759530
STNE,StoneCo,Software - Infrastructure,3425795393
STNG,Scorpio Tankers,Oil & Gas Midstream,3133215425
STOK,Stoke Therapeutics,Biotechnology,188688606
STR,Sitio Royalties,Other Industrial Metals & Mining,3981318563
STRA,Strategic Education,Education & Training Services,2129261244
STRC,Sarcos Technology and Robotics,Computer Hardware,14005979
STRL,Sterling Infrastructure,Engineering & Construction,2340942876
STRM,Streamline Health Solutions,Health Information Services,22026767
STRO,Sutro Biopharma,Biotechnology,172501950
STRR,Star Equity Holdings,Diagnostics & Research,14279412
STRS,Stratus Properties,Real Estate - Diversified,215924940
STRT,Strattec Security,Auto Parts,92556328
STRW,Strawberry Fields REIT LLC,REIT - Healthcare Facilities,365722812
STSS,Sharps Technology,Medical Instruments & Supplies,6888800
STT,State Street,Asset Management,20909651840
STTK,Shattuck Labs,Biotechnology,78571905
STVN,Stevanato Group,Medical Instruments & Supplies,7882051960
STWD,Starwood Property Trust,REIT - Mortgage,6177349339
STX,Seagate Technology Holdings,Computer Hardware,15119819520
STXS,Stereotaxis,Medical Instruments & Supplies,135050068
STZ,Constellation Brands,Beverages - Wineries & Distilleries,44387675773
SU,Suncor Energy,Oil & Gas Integrated,43889173920
SUAC,ShoulderUp Technology Acquisition,Shell Companies,168799657
SUI,Sun Communities,REIT - Residential,15509597760
SUM,Summit Materials,Building Materials,4084056200
SUN,Sunoco LP,Oil & Gas Refining & Marketing,4510092830
SUNW,Sunworks,Solar,18015468
SUP,Superior Industries International,Auto Parts,76970436
SUPN,Supernus Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1336470912
SUPV,Grupo Supervielle,Banks - Regional,413551890
SURG,SurgePays,Software - Application,68437642
SUZ,Suzano,Paper & Paper Products,13891612919
SVC,Service Properties Trust,REIT - Hotel & Motel,1284008320
SVFD,Save Foods,Agricultural Inputs,3584023
SVII,Spring Valley Acquisition Corp. II,Shell Companies,329360347
SVM,Silvercorp Metals,Silver,410213120
SVRA,Savara,Biotechnology,512305640
SVRE,SaverOne 2014,Scientific & Technical Instruments,2153012
SVT,Servotronics,Electrical Equipment & Parts,23214503
SVV,Savers Value Village,Specialty Retail,2543180032
SWAG,Stran & Company,Shell Companies,18127346
SWAV,ShockWave Medical,Medical Devices,7926693776
SWBI,Smith & Wesson Brands,Aerospace & Defense,668230280
SWI,SolarWinds,Software - Infrastructure,1729749000
SWIM,Latham Group,Building Products & Equipment,287102500
SWIN,Solowin Holdings,Capital Markets,34860000
SWK,Stanley Black & Decker,Tools & Accessories,13617550100
SWKH,SWK Holdings,Asset Management,204159340
SWKS,Skyworks Solutions,Semiconductors,14512731922
SWN,Southwestern Energy Company,Oil & Gas E&P,8316022758
SWSS,Clean Energy Special Situations,Shell Companies,76985376
SWTX,SpringWorks Therapeutics,Biotechnology,1521071838
SWVL,Swvl Holdings,Software - Application,5486075
SWX,Southwest Gas Holdings,Utilities - Regulated Gas,4397240432
SXC,SunCoke Energy,Coking Coal,768044354
SXI,Standex International,Specialty Industrial Machinery,1602400590
SXT,Sensient Technologies,Specialty Chemicals,2479224132
SXTC,China SXT Pharmaceuticals,Drug Manufacturers - Specialty & Generic,24130722
SXTP,60 Degrees Pharmaceuticals,Biotechnology,3827696
SY,So-Young International,Health Information Services,92613371
SYBT,Stock Yards Bancorp,Banks - Regional,1254144710
SYBX,Synlogic,Biotechnology,15801723
SYF,Synchrony Financial,Credit Services,12476190600
SYK,Stryker,Medical Devices,104902274740
SYM,Symbotic,Shell Companies,20516351009
SYNA,Synaptics,Semiconductors,3525887022
SYPR,Sypris Solutions,Auto Parts,43036032
SYRA,Syra Health,Medical Care Facilities,7713135
SYRS,Syros Pharmaceuticals,Biotechnology,51360800
SYT,SYLA Technologies Co.,Software - Application,73017801
SYTA,Siyata Mobile,Communication Equipment,1213059
SYY,Sysco,Food Distribution,33793225448
SZZL,Sizzle Acquisition,Shell Companies,101987485
T,AT&T Inc.,Telecom Services,113542002033
TAC,TransAlta,Utilities - Independent Power Producers,2441925257
TACT,TransAct Technologies,Computer Hardware,59549558
TAIT,Taitron Components,Electronics & Computer Distribution,20566897
TAK,Takeda Pharmaceutical Company,Drug Manufacturers - Specialty & Generic,43960297352
TAL,TAL Education Group,Education & Training Services,5810777773
TALK,Talkspace,Medical Care Facilities,269755920
TALO,Talos Energy,Oil & Gas E&P,1917905760
TANH,Tantech Holdings,Household & Personal Products,9758521
TAOP,Taoping,Software - Infrastructure,3707022
TAP,Molson Coors Beverage Company,Beverages - Brewers,12777456120
TARA,Protara Therapeutics,Biotechnology,15294285
TARO,Taro Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,1315461000
TARS,Tarsus Pharmaceuticals,Biotechnology,521864000
TASK,TaskUs,Information Technology Services,940092544
TAST,Carrols Restaurant Group,Restaurants,308693178
TATT,TAT Technologies,Aerospace & Defense,70899977
TAYD,Taylor Devices,Specialty Industrial Machinery,77047794
TBBK,The Bancorp,Banks - Regional,2115361017
TBCP,Thunder Bridge Capital Partners III,Shell Companies,122752692
TBI,TrueBlue,Staffing & Employment Services,370251033
TBIO,Telesis Bio,Medical Devices,23958240
TBLA,Taboola.com,Internet Content & Information,1153017639
TBLT,ToughBuilt Industries,Tools & Accessories,6558935
TBMC,Trailblazer Merger Corporation I,Shell Companies,93442016
TBNK,Territorial Bancorp,Banks - Regional,72289936
TBPH,Theravance Biopharma,Biotechnology,520209035
TC,TuanChe,Internet Content & Information,9515936
TCBC,TC Bancshares,Banks - Regional,62742142
TCBI,Texas Capital Bancshares,Banks - Regional,2774138508
TCBK,TriCo Bancshares,Banks - Regional,1178186086
TCBP,TC Biopharm (Holdings),Biotechnology,3805867
TCBS,Texas Community Bancshares,Banks - Regional,41559101
TCBX,Third Coast Bancshares,Banks - Regional,229843380
TCI,Transcontinental Realty Investors,Real Estate Services,265486304
TCJH,Top KingWin,Capital Markets,17413850
TCMD,Tactile Systems Technology,Medical Devices,302412290
TCN,Tricon Residential,Real Estate Services,1984126648
TCOA,Zalatoris Acquisition,Shell Companies,112681536
TCOM,Trip.com Group,Travel Services,21697717537
TCON,TRACON Pharmaceuticals,Biotechnology,4546655
TCPC,BlackRock TCP Capital,Asset Management,656236528
TCRT,Alaunos Therapeutics,Biotechnology,18359841
TCRX,TScan Therapeutics,Biotechnology,195100704
TCS,The Container Store Group,Specialty Retail,96700817
TCX,Tucows,Software - Infrastructure,211227146
TD,The Toronto-Dominion Bank,Banks - Diversified,107751807352
TDC,Teradata,Software - Infrastructure,4445550000
TDCX,TDCX Inc.,Specialty Business Services,704301480
TDG,TransDigm Group,Aerospace & Defense,48675997056
TDOC,Teladoc Health,Health Information Services,2877380521
TDS,Telephone and Data Systems,Telecom Services,2193143100
TDUP,ThredUp,Internet Retail,390235304
TDW,Tidewater,Oil & Gas Equipment & Services,3708803098
TDY,Teledyne Technologies,Scientific & Technical Instruments,17862927716
TEAM,Atlassian Corporation,Software - Application,45678235092
TECH,Bio-Techne,Biotechnology,9291852800
TECK,Teck Resources,Other Industrial Metals & Mining,19069206000
TEDU,Tarena International,Education & Training Services,19693728
TEF,Telefónica,Telecom Services,22829325819
TEL,TE Connectivity,Electronic Components,39234983086
TELA,TELA Bio,Medical Devices,142517250
TELL,Tellurian,Oil & Gas E&P,353502879
TENB,Tenable Holdings,Software - Infrastructure,4290206900
TENK,TenX Keane Acquisition Ordinary Share,Shell Companies,97367490
TENX,Tenax Therapeutics,Biotechnology,4653168
TEO,Telecom Argentina,Telecom Services,4268347217
TER,Teradyne,Semiconductor Equipment & Materials,13507027800
TERN,Terns Pharmaceuticals,Biotechnology,296809434
TETE,Technology & Telecommunication Acquisition,Shell Companies,73163047
TEVA,Teva Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,10076621444
TEX,Terex,Farm & Heavy Construction Machinery,3383171000
TFC,Truist Financial,Banks - Regional,41544457198
TFFP,TFF Pharmaceuticals,Biotechnology,17243358
TFII,TFI International,Trucking,9798046910
TFIN,Triumph Financial,Banks - Regional,1570792248
TFPM,Triple Flag Precious Metals,Other Precious Metals & Mining,2689068240
TFSL,TFS Financial,Banks - Regional,3568588068
TFX,Teleflex,Medical Instruments & Supplies,9916763966
TG,Tredegar,Metal Fabrication,164358866
TGAA,Target Global Acquisition I,Shell Companies,106500244
TGAN,Transphorm,Semiconductor Equipment & Materials,164815196
TGB,Taseko Mines,Copper,375228090
TGH,Textainer Group Holdings,Rental & Leasing Services,2009888880
TGI,Triumph Group,Aerospace & Defense,621377698
TGL,Treasure Global,Software - Application,7724752
TGLS,Tecnoglass,Building Materials,1633290684
TGNA,TEGNA,Broadcasting,3129636660
TGS,Transportadora de Gas del Sur,Oil & Gas Integrated,3957042845
TGT,Target,Discount Stores,52092123347
TGTX,TG Therapeutics,Biotechnology,1669816680
TGVC,TG Venture Acquisition,Shell Companies,46420555
TH,Target Hospitality,Specialty Business Services,1386785400
THAR,Tharimmune,Biotechnology,3172006
